YSZ_setup01_3x3x3_0.08_NVT_E0_final.data (written by ASE) 

316 	 atoms 
3  atom types
0.0                 15.7372  xlo xhi
0.0                 15.7372  ylo yhi
0.0                 15.7372  zlo zhi


Atoms 

1 3 4 -0.071654262359034021 15.774171618312701 15.833483234327581
2 3 4 2.3304064822163286 2.6903454115087198 15.705785133027449
3 3 4 2.364985035323286 -0.13586250266698544 2.6075262658818277
4 2 3 15.62828685030169 2.4154238278033069 2.8105463159014703
5 1 -2 1.3274542561024734 1.2593064382642711 1.3311303043677569
6 1 -2 1.2963551078512459 3.9112856682264665 1.3912950461076776
7 1 -2 3.7163740353359001 -1.0129247553660381 1.160688912592845
8 1 -2 14.519978578659574 14.586159247070004 14.475214174852612
9 1 -2 1.193652200147558 1.0889574725131723 3.7979629742041734
10 1 -2 1.2115697846508109 3.4818571911855618 4.1554127818028004
11 1 -2 3.8200521136109389 1.3368834274987753 3.5746800062754085
12 1 -2 3.9427288655400012 4.0150629158587678 3.7358038478335089
13 3 4 5.1589252533394472 15.645729749601784 -0.38766725337842567
14 3 4 7.7740052207011416 2.7440546078055217 16.009485470734575
15 3 4 7.6447960680722016 15.564466662347161 2.3270725392008753
16 3 4 5.4986132417313156 2.5598386883542918 2.727015592267624
17 1 -2 6.1505722658347644 1.2499740752135082 1.0400089061526818
18 1 -2 6.5946332472516245 3.7770627778874517 1.5349718393530707
19 1 -2 8.8642927676723478 1.4234403685252957 1.649619321897658
20 1 -2 9.0788256114105419 3.9597755502506704 0.98511564258245576
21 1 -2 6.5217477142851639 0.98658519938413691 3.8003699011170009
22 1 -2 6.4697886621866036 3.687696961954043 4.239263491449802
23 1 -2 11.402703319662745 1.015801694971403 3.8344551408177776
24 1 -2 9.0768642834948867 3.5367141863687741 3.7789953789370445
25 2 3 10.389411359959212 15.907332534555557 15.591754912028494
26 3 4 12.993709770071581 2.8269695512998823 15.618334036225455
27 3 4 12.86941658021953 0.0035619775993369789 2.4432923424359547
28 3 4 10.3745243173509 2.699883246413858 2.4477559655333718
29 1 -2 11.694596263167202 1.550333436545777 1.1270811841710293
30 1 -2 11.563372313498999 4.0962537613045766 1.2571845371045998
31 1 -2 13.7862495902205 -1.6447364135907232 1.3478781514449019
32 1 -2 13.893862591644817 3.7320955639025581 1.345818126813745
33 1 -2 11.800149378068172 3.6686232722391958 3.7457651742132536
34 1 -2 14.331405855414223 4.0783784494716011 3.9985864893856657
35 1 -2 14.104610427008232 1.294512525727876 3.7880702521947169
36 1 -2 14.133584977665171 3.7331458288030799 6.4249154041462706
37 2 3 15.852353111797786 5.1833171792564254 15.798792591136584
38 3 4 2.5463786742841164 7.7575836027054734 15.606611693165767
